"type","route","country","product","h1","meta_title","meta_title_with_brand_len","meta_description","meta_description_len","primary_keyword","secondary_keywords"
"country-product","/countries/jordan/products/ms-sheets","Jordan","MS Sheets","MS Sheets Supplier for Jordan","MS Sheets Supplier Jordan | Mild Steel Sheets","57","Jordan MS Sheets supply enquiries. State Thickness, sheet size, grade, quantity, approved-equivalent rules, documents and delivery location.","140","MS Sheets supplier Jordan","MS Sheets Jordan | mild steel sheet Jordan | steel sheets Jordan | fabrication sheet Jordan | Mild Steel Products supplier Jordan"
"country-product","/countries/jordan/products/ms-plates","Jordan","MS Plates","MS Plates Supplier for Jordan","MS Plates Supplier Jordan | Mild Steel Plates","57","Jordan MS Plates supply enquiries. State Thickness, plate size, grade, quantity, approved-equivalent rules, documents and delivery location.","140","MS Plates supplier Jordan","MS Plates Jordan | mild steel plates Jordan | steel plate Jordan | structural plates Jordan | Mild Steel Products supplier Jordan"
"country-product","/countries/jordan/products/mild-steel-gratings","Jordan","Mild Steel Gratings","Mild Steel Gratings Supplier for Jordan","MS Gratings Supplier Jordan | Steel Grating","55","Jordan MS Gratings supply enquiries. State Panel size, load requirement, finish, quantity, approved-equivalent rules, documents and delivery location.","150","MS Gratings supplier Jordan","Mild Steel Gratings Jordan | steel grating panels Jordan | walkway grating Jordan | industrial grating Jordan | Mild Steel Products supplier Jordan"
"country-product","/countries/jordan/products/decking-sheets-ms","Jordan","Decking Sheets (MS)","Decking Sheets (MS) Supplier for Jordan","Decking Sheets (MS) Supplier Jordan | Metal Deck","60","Jordan Decking Sheets (MS) supply enquiries. State Profile, thickness, length, quantity, approved-equivalent rules, documents and delivery location.","148","Decking Sheets (MS) supplier Jordan","Decking Sheets (MS) Jordan | metal decking sheets Jordan | composite deck sheets Jordan | MS deck profile Jordan | Mild Steel Products supplier Jordan"
"country-product","/countries/jordan/products/ms-shear-studs","Jordan","MS Shear Studs","MS Shear Studs Supplier for Jordan","MS Shear Studs Supplier Jordan | Deck Shear Studs","61","Jordan MS Shear Studs supply enquiries. State Stud diameter, height, profile and drawing reference, quantity, approved-equivalent rules, documents.","147","MS Shear Studs supplier Jordan","MS Shear Studs Jordan | shear connectors Jordan | deck shear studs Jordan | stud welding Jordan | Mild Steel Products supplier Jordan"
"country-product","/countries/jordan/products/ss-coil","Jordan","SS Coil","SS Coil Supplier for Jordan","SS Coil Supplier Jordan | Stainless Steel Coil","58","Jordan SS Coil supply enquiries. State Grade, thickness, width, quantity, approved-equivalent rules, documents and delivery location.","133","SS Coil supplier Jordan","SS Coil Jordan | stainless steel coil Jordan | SS coils Jordan | stainless coil Jordan | Stainless Steel supplier Jordan"
"country-product","/countries/jordan/products/ss-wire","Jordan","SS Wire","SS Wire Supplier for Jordan","SS Wire Supplier Jordan | Stainless Steel Wire","58","Jordan SS Wire supply enquiries. State Wire diameter, grade, finish, quantity, approved-equivalent rules, documents and delivery location.","138","SS Wire supplier Jordan","SS Wire Jordan | stainless steel wire Jordan | SS wire coil Jordan | stainless wire Jordan | Stainless Steel supplier Jordan"
"country-product","/countries/jordan/products/ss-plain-sheet","Jordan","SS Plain Sheet","SS Plain Sheet Supplier for Jordan","SS Plain Sheet Supplier Jordan | Stainless Sheet","60","Jordan SS Plain Sheet supply enquiries. State Grade, thickness, finish, quantity, approved-equivalent rules, documents and delivery location.","141","SS Plain Sheet supplier Jordan","SS Plain Sheet Jordan | stainless steel sheet Jordan | SS sheet Jordan | stainless plain sheet Jordan | Stainless Steel supplier Jordan"
"country-product","/countries/jordan/products/ss-slitted-coil","Jordan","SS Slitted Coil","SS Slitted Coil Supplier for Jordan","SS Slitted Coil Supplier Jordan | Stainless Strips","62","Jordan SS Slitted Coil supply enquiries. State Grade, thickness, slit width, quantity, approved-equivalent rules, documents and delivery location.","146","SS Slitted Coil supplier Jordan","SS Slitted Coil Jordan | stainless slit coil Jordan | SS slit coil Jordan | stainless steel strips Jordan | Stainless Steel supplier Jordan"
"country-product","/countries/jordan/products/gi-coil","Jordan","GI Coil","Galvanized Steel Coil Supplier for Jordan","Galvanized Steel Coil Supplier Jordan | GI Coil","59","Galvanized steel coil and GI coil supply for Jordan RFQs. Specify grade, thickness, width, zinc coating, quantity, processing use, documents and delivery.","154","galvanized steel coil supplier Jordan","GI coil Jordan | GI coil supplier Jordan | zinc coated steel coil Jordan | roofing coil Jordan | GI coil Amman"
"country-product","/countries/jordan/products/ppgi-coil","Jordan","PPGI Coil","PPGI Coil Supplier for Jordan","PPGI Coil Supplier Jordan | Pre-Painted GI Coil","59","Jordan PPGI Coil supply enquiries. State Colour/RAL, coating, thickness, quantity, approved-equivalent rules, documents and delivery location.","142","PPGI Coil supplier Jordan","PPGI Coil Jordan | pre-painted galvanized coil Jordan | colour coated steel coil Jordan | PPGI steel coil Jordan | Galvanized Steel supplier Jordan"
"country-product","/countries/jordan/products/aluzinc-coil","Jordan","Aluzinc Coil","Aluzinc Coil Supplier for Jordan","Aluzinc Coil Supplier Jordan | Aluminium-Zinc Coil","62","Jordan Aluzinc Coil supply enquiries. State Coating, thickness, width, quantity, approved-equivalent rules, documents and delivery location.","140","Aluzinc Coil supplier Jordan","Aluzinc Coil Jordan | aluminium-zinc coil Jordan | Aluzinc steel coil Jordan | AZ coated coil Jordan | Galvanized Steel supplier Jordan"
"country-product","/countries/jordan/products/pvdf-coils","Jordan","PVDF Coils","PVDF Coils Supplier for Jordan","PVDF Coils Supplier Jordan | PVDF Coated Steel","58","Jordan PVDF Coils supply enquiries. State PVDF coating, colour, thickness, quantity, approved-equivalent rules, documents and delivery location.","144","PVDF Coils supplier Jordan","PVDF Coils Jordan | PVDF coated coil Jordan | colour coated steel coil Jordan | architectural coated coil Jordan | Galvanized Steel supplier Jordan"
"country-product","/countries/jordan/products/gi-plain-sheet","Jordan","GI Plain Sheet","GI Plain Sheet Supplier for Jordan","GI Plain Sheet Supplier Jordan | Galvanized Sheet","61","Jordan GI Plain Sheet supply enquiries. State Thickness, sheet size, coating, quantity, approved-equivalent rules, documents and delivery location.","147","GI Plain Sheet supplier Jordan","GI Plain Sheet Jordan | galvanized steel sheet Jordan | GI sheet Jordan | zinc coated sheet Jordan | Galvanized Steel supplier Jordan"
"country-product","/countries/jordan/products/gi-slitted-coils","Jordan","GI Slitted Coils","GI Slitted Coils Supplier for Jordan","GI Slitted Coils Supplier Jordan | Galvanized Strips","64","Jordan GI Slitted Coils supply enquiries. State Thickness, slit width, coating GSM, quantity, approved-equivalent rules, documents and delivery location.","153","GI Slitted Coils supplier Jordan","GI Slitted Coils Jordan | galvanized slit coils Jordan | GI steel strips Jordan | zinc coated strip Jordan | Galvanized Steel supplier Jordan"
"country-product","/countries/jordan/products/ppgi-slitted-coils","Jordan","PPGI Slitted Coils","PPGI Slitted Coils Supplier for Jordan","PPGI Slitted Coils Supplier Jordan | Coated Strips","62","Jordan PPGI Slitted Coils supply enquiries. State Colour/RAL, coating, slit width, quantity, approved-equivalent rules, documents and delivery location.","152","PPGI Slitted Coils supplier Jordan","PPGI Slitted Coils Jordan | pre-painted slit coils Jordan | colour coated steel strips Jordan | PPGI strips Jordan | Galvanized Steel supplier Jordan"
"country-product","/countries/jordan/products/ppgi-plain-sheet","Jordan","PPGI Plain Sheet","PPGI Plain Sheet Supplier for Jordan","PPGI Plain Sheet Supplier Jordan | Coated Steel Sheet","65","Jordan PPGI Plain Sheet supply enquiries. State Colour/RAL, thickness, sheet size, quantity, approved-equivalent rules, documents and delivery location.","152","PPGI Plain Sheet supplier Jordan","PPGI Plain Sheet Jordan | pre-painted galvanized sheet Jordan | colour coated steel sheet Jordan | PPGI sheet Jordan | Galvanized Steel supplier Jordan"
"country-product","/countries/jordan/products/roof-insulated-panels","Jordan","Roof Insulated Panels - GI/PPGI","Roof Insulated Panels - GI/PPGI Supplier for Jordan","Roof Insulated Panels Supplier Jordan","49","Jordan Roof Insulated Panels supply enquiries. State Panel thickness, skin material, colour, quantity, approved-equivalent rules, documents and delivery.","153","Roof Insulated Panels supplier Jordan","Roof Insulated Panels - GI/PPGI Jordan | GI roof sandwich panels Jordan | PPGI insulated roof panels Jordan | sandwich roof panels Jordan | Galvanized Steel supplier Jordan"
"country-product","/countries/jordan/products/wall-insulated-panels","Jordan","Wall Insulated Panels","Wall Insulated Panels Supplier for Jordan","Wall Insulated Panels Supplier Jordan","49","Jordan Wall Insulated Panels supply enquiries. State Panel thickness, skin finish, colour, quantity, approved-equivalent rules, documents and delivery.","151","Wall Insulated Panels supplier Jordan","Wall Insulated Panels Jordan | sandwich wall panels Jordan | insulated steel wall panels Jordan | PPGI wall panels Jordan | Galvanized Steel supplier Jordan"
"country-product","/countries/jordan/products/corrugated-roofing-sheet","Jordan","Corrugated Roofing Sheet","Corrugated Roofing Sheet Supplier for Jordan","Corrugated Roofing Sheet Supplier Jordan | GI Roofing","65","Jordan Corrugated Roofing Sheet supply enquiries. State Profile, thickness, coating, quantity, approved-equivalent rules, documents and delivery location.","154","Corrugated Roofing Sheet supplier Jordan","Corrugated Roofing Sheet Jordan | GI roofing sheets Jordan | galvanized corrugated sheets Jordan | metal roofing sheets Jordan | Galvanized Steel supplier Jordan"
"country-product","/countries/jordan/products/corrugated-wall-sheet","Jordan","Corrugated Wall Sheet","Corrugated Wall Sheet Supplier for Jordan","Corrugated Wall Sheet Supplier Jordan | GI Cladding","63","Jordan Corrugated Wall Sheet supply enquiries. State Profile, thickness, coating, quantity, approved-equivalent rules, documents and delivery location.","151","Corrugated Wall Sheet supplier Jordan","Corrugated Wall Sheet Jordan | corrugated wall cladding Jordan | GI wall sheets Jordan | metal cladding sheets Jordan | Galvanized Steel supplier Jordan"
"country-product","/countries/jordan/products/corrugated-fence-sheet-panel","Jordan","Corrugated Fence Sheet / Panel","Corrugated Fence Sheet / Panel Supplier for Jordan","Corrugated Fence Panels Supplier Jordan | GI Panels","63","Jordan Corrugated Fence Panels supply enquiries. State Sheet height, profile, thickness, quantity, approved-equivalent rules, documents and delivery.","149","Corrugated Fence Panels supplier Jordan","Corrugated Fence Sheet / Panel Jordan | GI fence panels Jordan | corrugated fencing sheets Jordan | temporary fence panels Jordan | Galvanized Steel supplier Jordan"
"country-product","/countries/jordan/products/corrugated-curve","Jordan","Corrugated Curve","Corrugated Curve Supplier for Jordan","Corrugated Curve Supplier Jordan | Curved Roofing","61","Jordan Corrugated Curve supply enquiries. State Profile, radius, thickness, quantity, approved-equivalent rules, documents and delivery location.","145","Corrugated Curve supplier Jordan","Corrugated Curve Jordan | curved roofing sheets Jordan | curved corrugated panels Jordan | arched roof sheets Jordan | Galvanized Steel supplier Jordan"
"country-product","/countries/jordan/products/corrugated-ridge","Jordan","Corrugated Ridge","Corrugated Ridge Supplier for Jordan","Corrugated Ridge Supplier Jordan | Roof Ridge Caps","62","Jordan Corrugated Ridge supply enquiries. State Profile match, angle, colour, quantity, approved-equivalent rules, documents and delivery location.","147","Corrugated Ridge supplier Jordan","Corrugated Ridge Jordan | roof ridge caps Jordan | corrugated ridge flashing Jordan | metal ridge cover Jordan | Galvanized Steel supplier Jordan"
"country-product","/countries/jordan/products/gutter-and-flashing","Jordan","Gutter and Flashing","Gutter and Flashing Supplier for Jordan","Gutter and Flashing Supplier Jordan","47","Jordan Gutter and Flashing supply enquiries. State Profile drawing, thickness, colour, quantity, approved-equivalent rules, documents and delivery.","147","Gutter and Flashing supplier Jordan","Gutter and Flashing Jordan | roof gutters Jordan | metal flashing Jordan | GI flashing Jordan | Galvanized Steel supplier Jordan"
"country-product","/countries/jordan/products/gi-decking-sheet","Jordan","GI Decking Sheet - 45/150 and 75/305","GI Decking Sheet - 45/150 and 75/305 Supplier for Jordan","GI Decking Sheet - 45/150 and 75/305 Supplier Jordan","64","Jordan GI Decking Sheet - 45/150 and 75/305 supply enquiries. State Profile, thickness, length, quantity, approved-equivalent rules, documents.","143","GI Decking Sheet - 45/150 and 75/305 supplier Jordan","GI Decking Sheet - 45/150 and 75/305 Jordan | 45/150 decking sheet Jordan | 75/305 decking sheet Jordan | metal deck sheet Jordan | Galvanized Steel supplier Jordan"
